229,2019-07-06,1280,820
230,2019-09-04,389,1110
231,2019-08-23,1902,1499
232,2019-12-22,331,129
233,2019-11-29,2465,624
234,2020-02-16,1699,1253
235,2020-03-21,54,1793
236,2019-06-01,1099,1275
237,2019-07-01,2119,115
238,2019-11-07,3,1351
239,2019-09-24,1602,1941
240,2020-04-11,1180,7
241,2020-02-14,2405,284
242,2019-07-22,697,633
243,2019-07-30,1078,1108
244,2020-01-29,2142,433
245,2020-02-20,1068,461
246,2020-01-06,1548,43
247,2019-09-23,171,1431
248,2019-11-15,2244,1381
249,2019-06-30,1674,1153
250,2020-01-20,1954,377
251,2019-06-04,1102,658
252,2019-07-22,439,143
253,2020-01-24,2148,1377
254,2019-11-14,1277,959
255,2019-06-30,2465,500
256,2020-03-21,1751,833
257,2020-05-19,2095,544
258,2019-08-07,2500,1071
259,2019-06-12,52,983
260,2019-08-30,2196,898
261,2019-08-23,2413,485
262,2019-10-09,2058,1607
263,2020-03-04,1655,533
264,2019-08-22,996,376
265,2019-08-05,1366,758
266,2019-09-04,108,1037
267,2019-06-14,1213,1221
268,2020-03-08,840,1005
269,2019-09-13,1773,31
270,2020-03-24,1070,609
271,2020-03-21,683,728
272,2020-02-27,2138,1592
273,2020-05-09,2353,1359
274,2019-10-22,1591,993
275,2019-08-28,6,367
276,2020-04-16,315,63
277,2020-03-29,2230,1275
278,2019-07-24,1725,1893
279,2020-01-11,893,421
280,2020-05-16,1930,1414
281,2020-05-18,1278,557
282,2019-08-13,1796,364
283,2019-08-22,358,848
284,2020-01-24,490,89
285,2020-03-28,254,1153
286,2020-02-02,1341,1474
287,2019-06-19,1853,946
288,2019-07-24,2177,1775
289,2019-09-07,737,715
290,2019-12-08,1807,25
291,2019-06-12,1588,1226
292,2020-02-21,2164,1042
293,2019-09-25,660,1913
294,2019-07-03,1140,348
295,2019-10-01,1334,1553
296,2019-05-27,941,814
297,2020-01-09,506,749
298,2019-10-08,1426,847
299,2020-02-02,533,1175
300,2020-03-20,507,1971
301,2020-01-18,310,368
302,2019-08-29,973,1497
303,2019-10-11,2,1127
304,2020-02-18,978,1364
305,2019-10-31,1018,1475
306,2020-03-11,1676,569
307,2020-03-27,2357,1873
308,2020-04-14,1006,889
309,2019-06-30,221,197
310,2019-09-29,826,853
311,2019-10-19,217,1000
312,2019-08-03,1759,1251
313,2020-05-10,2360,204
314,2019-11-06,1202,28
315,2019-09-15,2186,1250
316,2019-07-27,521,1579
317,2020-05-01,1632,1700
318,2020-05-08,2007,1535
319,2020-03-23,1222,1926
320,2019-08-23,2097,622
321,2020-01-05,1478,1327
322,2020-02-23,2109,1642
323,2020-05-07,1088,716
324,2019-11-14,1984,1174
325,2020-03-20,107,425
326,2019-12-30,936,814
327,2020-03-06,196,1570
328,2020-04-19,791,1494
329,2019-07-04,2015,1081
330,2019-07-27,2041,1780
331,2020-01-03,876,1194
332,2020-03-12,117,1306
333,2019-07-30,2475,1628
334,2020-01-03,1799,434
335,2020-03-23,12,392
336,2019-06-10,1215,1115
337,2019-05-28,2182,556
338,2019-11-02,2236,1116
339,2019-12-22,2235,1007
340,2019-07-13,1937,1655
341,2019-10-26,929,1059
342,2019-08-25,448,1774
343,2019-06-10,2321,1487
344,2020-05-22,402,352
345,2020-01-08,131,1869
346,2020-01-26,503,306
347,2019-12-22,1989,1884
348,2019-08-15,2372,1140
349,2019-11-06,209,564
350,2019-06-10,1458,1707
351,2020-02-27,275,613
352,2020-03-01,1805,1612
353,2019-10-03,288,102
354,2020-05-09,1212,1159
355,2019-06-10,186,1704
356,2020-02-12,1949,337
357,2020-05-23,2423,1762
358,2019-10-25,787,713
359,2019-06-02,375,939
360,2020-03-07,1366,1091
361,2020-05-06,1365,774
362,2019-07-07,582,1047
363,2019-05-31,2000,366
364,2020-02-20,318,161
365,2019-10-14,355,80
366,2019-12-02,300,557
367,2019-09-27,1002,1541
368,2019-07-24,1741,1720
369,2020-02-19,1673,638
370,2020-02-01,1584,939
371,2020-01-24,1172,1884
372,2020-01-18,244,1027
373,2020-04-18,34,334
374,2020-01-19,1801,1287
375,2020-04-04,911,1144
376,2020-05-18,1861,1194
377,2019-08-12,1566,1547
378,2020-04-23,1767,1902
379,2020-03-24,551,9
380,2020-01-08,1049,15
381,2019-11-21,1564,971
382,2020-03-25,101,1331
383,2019-07-02,1657,1339
384,2020-05-09,2299,22
385,2020-04-21,2259,654
386,2019-12-07,173,649
387,2019-08-31,1598,242
388,2020-04-05,1604,1562
389,2019-06-04,1780,636
390,2019-10-29,1121,1795
391,2020-04-30,145,220
392,2019-12-29,315,932
393,2020-02-23,1861,1565
394,2020-02-02,2,588
395,2020-04-26,923,355
396,2020-05-17,275,1324
397,2019-12-27,80,1104
398,2020-01-28,2386,1700
399,2019-08-10,2219,239
400,2020-01-09,216,165
401,2019-09-03,1435,1473
402,2019-07-05,776,1960
403,2019-11-05,1072,573
404,2019-09-24,1423,1290
405,2019-06-11,1565,266
406,2020-04-21,787,1979
407,2019-05-31,543,1524
408,2020-01-03,450,59
409,2020-03-27,1012,208
410,2019-12-04,1927,1886
411,2019-08-28,1002,1433
412,2020-04-05,2477,549
413,2020-01-09,2493,80
414,2019-08-17,537,226
415,2019-06-08,1247,611
416,2019-11-29,1356,1929
417,2019-06-28,416,987
418,2020-05-20,1651,321
419,2019-08-05,2329,241
420,2020-04-28,766,859
421,2020-04-07,2460,1175
422,2019-09-18,1939,832
423,2020-05-05,2457,1672
424,2019-12-24,10,329
425,2020-02-06,2452,791
426,2019-08-03,2345,801
427,2019-11-11,471,1633
428,2019-10-08,2073,1079
429,2019-06-29,924,355
430,2020-02-02,130,265
431,2020-01-30,168,61
432,2019-06-13,776,296
433,2019-06-18,2145,466
434,2019-09-07,1609,205
435,2019-06-24,1671,175
436,2020-03-25,1567,1296
437,2020-03-04,2125,1225
438,2019-06-23,617,1088
439,2020-03-31,1341,983
440,2019-12-14,722,1910
441,2019-11-27,2462,846
442,2019-10-07,1657,1065
443,2020-02-25,701,919
444,2020-04-06,2493,1354
445,2020-02-12,2335,113
446,2020-01-19,2260,1633
447,2020-03-14,2333,9
448,2020-03-23,1380,716
449,2020-03-02,2487,588
450,2020-02-10,429,870
451,2019-10-18,991,515
452,2020-01-01,2387,1733
453,2019-08-12,414,605
454,2020-03-18,1560,1676
455,2020-03-13,201,1538
456,2019-10-31,1006,207
457,2020-03-29,1254,1659
458,2020-04-07,2278,1010
459,2019-05-29,2183,1781
460,2019-10-31,2305,721
461,2020-05-19,1821,1538
462,2020-03-16,2448,245
463,2019-09-22,1513,708
464,2020-04-18,989,383
465,2020-01-16,1327,1099
466,2020-04-08,881,718
467,2019-05-29,109,729
468,2020-04-16,330,1344
469,2020-05-23,1137,974
470,2020-01-31,810,133
471,2019-12-01,192,1581
472,2019-08-05,205,1945
473,2019-10-27,2042,1914
474,2019-07-20,2383,444
475,2019-07-05,1066,1133
476,2019-08-17,2080,234
477,2020-02-15,2163,134
478,2020-03-13,92,339
479,2019-08-10,714,1812
480,2020-04-07,1659,742
481,2020-01-04,2421,1631
482,2020-05-07,910,1796
483,2020-01-14,1786,224
484,2019-08-12,525,1267
485,2019-11-08,209,1416
486,2019-10-21,1481,818
487,2019-09-30,221,1318
488,2019-05-31,1663,1308
489,2020-01-31,1595,1309
490,2019-11-28,1231,523
491,2020-01-26,1179,1443
492,2019-10-02,520,1469
493,2020-03-09,1653,1112
494,2019-08-31,444,1613
495,2019-08-17,2126,102
496,2019-07-06,1329,218
497,2019-11-19,293,1657
498,2019-08-24,1590,1878
499,2019-10-29,432,364
500,2019-10-06,2187,967
501,2019-11-13,837,362
502,2019-10-16,616,1892
503,2019-06-16,407,1814
504,2020-02-21,919,88
505,2020-04-11,2343,1203
506,2019-10-12,1571,702
507,2019-11-07,260,332
508,2019-12-31,801,1380
509,2019-06-07,847,1152
510,2019-05-27,1774,1720
511,2019-07-07,599,601
512,2019-11-05,1552,229
513,2020-03-19,461,1603
514,2020-04-01,1547,1557
515,2019-09-07,1239,1338
516,2020-03-26,753,323
517,2020-04-29,1067,1675
518,2020-03-30,360,918
519,2019-10-26,1024,1451
520,2019-10-30,694,1562
521,2019-09-30,633,739
522,2019-08-13,607,979
523,2019-10-19,188,206
524,2020-03-29,1828,1621
525,2019-11-15,1160,14
526,2019-08-29,697,813
527,2019-09-24,2096,780
528,2019-08-31,1732,875
529,2020-05-12,872,112
530,2019-10-20,1624,1009
531,2019-12-08,909,876
532,2020-02-26,943,116
533,2020-04-30,2260,1654
534,2019-06-10,1972,512
535,2020-03-29,1565,457
536,2019-10-05,1469,1870
537,2020-04-02,2077,639
538,2020-05-05,382,522
539,2020-04-09,2100,748
540,2020-05-11,868,759
541,2019-05-30,1259,161
542,2020-03-03,1584,1764
543,2019-11-20,1337,50
544,2019-06-19,609,1335
545,2019-09-05,335,958
546,2020-03-29,1939,665
547,2020-03-04,2442,1048
548,2019-09-21,2370,971
549,2020-05-07,917,1732
550,2019-09-10,2057,1707
551,2020-01-23,246,210
552,2019-06-30,2348,514
553,2019-08-09,1547,798
554,2020-05-24,546,1092
555,2019-12-03,2435,786
556,2019-12-16,2269,1881
557,2020-04-21,1941,791
558,2020-05-21,1463,679
559,2020-02-16,630,1984
560,2019-08-17,792,664
561,2019-10-13,142,1
562,2020-02-18,2117,1487
563,2019-11-28,962,1153
564,2019-07-15,1612,1348
565,2020-05-08,227,468
566,2019-06-14,10,869
567,2019-07-07,1799,1198
568,2020-04-01,2216,760
569,2019-10-22,723,1279
570,2019-08-23,276,153
571,2019-10-22,1176,1223
572,2019-12-06,411,539
573,2020-03-30,2282,267
574,2020-03-11,1371,707
575,2020-03-31,998,1348
576,2020-01-26,143,1045
577,2020-01-11,2093,1704
578,2019-09-10,1217,196
579,2019-06-02,2419,902
580,2019-09-28,2044,206
581,2020-03-01,2206,454
582,2020-04-07,2195,1651
583,2019-09-28,2213,751
584,2019-10-25,1511,871
585,2019-06-07,506,123
586,2020-05-08,1026,617
587,2019-12-19,114,1460
588,2020-04-23,665,1141
589,2020-01-26,919,393
590,2020-05-01,515,6
591,2020-03-27,1048,700
592,2019-12-16,2363,480
593,2019-06-17,1171,456
594,2019-12-27,457,939
595,2019-09-13,2327,311
596,2020-02-23,831,233
597,2019-06-16,66,49
598,2019-06-26,1884,1511
599,2019-06-19,2236,707
600,2020-05-02,1931,327
601,2019-10-15,1516,1930
602,2020-03-19,2450,1022
603,2020-01-29,492,854
604,2019-06-26,2473,1822
605,2019-10-26,1457,400
606,2020-01-16,364,1046
607,2019-09-21,462,1764
608,2019-06-08,588,313
609,2019-09-29,1745,254
610,2019-12-24,1227,1462
611,2020-03-20,1349,215
612,2020-02-06,489,1486
613,2019-12-05,2216,502
614,2020-02-08,2062,144
615,2019-06-22,255,1871
616,2019-08-24,2225,447
617,2019-09-26,907,1037
618,2019-10-28,763,1701
619,2019-10-06,1311,370
620,2020-04-16,2449,364
621,2019-06-20,2483,1154
622,2019-07-27,1101,1939
623,2020-05-10,1635,600
624,2020-02-09,139,1854
625,2019-10-02,112,795
626,2020-03-30,172,551
627,2020-01-20,137,1184
628,2020-03-21,2485,1133
629,2019-06-01,1067,739
630,2020-01-06,1641,1607
631,2020-02-17,121,1342
632,2020-04-18,156,865
633,2020-01-01,80,857
634,2020-01-15,2271,1759
635,2020-03-21,2362,25
636,2020-04-19,875,1802
637,2020-04-10,585,1538
638,2020-02-17,2373,1094
639,2020-01-16,519,1073
640,2019-11-03,1966,787
641,2020-01-12,1053,1055
642,2020-03-27,2313,1703
643,2020-02-26,1296,497
644,2019-10-23,2174,680
645,2019-06-04,1223,35
646,2019-06-21,1116,288
647,2020-03-07,2385,1201
648,2020-04-08,1326,1117
649,2019-12-23,1577,1213
650,2020-05-17,1999,757
651,2020-02-11,2372,135
652,2020-05-24,1177,665
653,2019-09-16,1323,644
654,2019-11-26,2175,1232
655,2019-12-28,1806,1299
656,2019-12-05,162,1851
657,2019-09-10,860,601
658,2019-09-10,825,404
659,2019-07-12,366,597
660,2020-05-19,550,99
661,2019-08-02,242,155
662,2020-03-18,2465,1573
663,2020-01-11,1427,1184
664,2020-03-04,274,1518
665,2019-07-27,1447,544
666,2019-12-29,403,645
667,2019-07-16,530,666
668,2019-09-24,2070,594
669,2019-09-20,214,75
670,2019-09-26,1471,982
671,2019-06-10,1700,453
672,2020-04-14,1104,967
673,2020-05-26,269,423
674,2019-10-13,2425,892
675,2019-08-11,100,586
676,2019-12-30,2043,619
677,2019-07-12,298,1322
678,2019-07-31,611,1506
679,2020-02-12,2239,127
680,2019-11-05,2129,588
681,2019-07-08,2420,1916
682,2019-12-29,2316,1629
683,2020-02-25,1908,961
684,2019-08-20,1544,65
685,2020-04-13,944,1833
686,2020-05-02,337,445
687,2019-06-07,1005,1620
688,2020-01-21,367,1623
689,2019-06-30,335,460
690,2020-04-09,1712,599
691,2019-12-12,311,267
692,2019-11-26,1151,1234
693,2019-09-19,2443,1463
694,2019-11-06,2473,1756
695,2020-05-04,1670,1038
696,2020-02-13,1306,637
697,2019-06-02,471,1461
698,2019-12-26,2260,1385
699,2019-06-01,540,1804
700,2019-07-16,1679,1694
701,2019-07-09,8,163
702,2020-04-11,1998,437
703,2019-09-20,2334,482
704,2020-03-27,15,151
705,2020-03-25,1299,1897
706,2020-05-14,455,1171
707,2020-05-08,2047,1127
708,2019-08-20,666,1767
709,2019-10-27,1016,1265
710,2020-04-24,1890,193
711,2020-01-18,1816,721
712,2020-05-21,145,689
713,2019-08-13,1112,1173
714,2020-03-16,1028,1902
715,2019-06-07,2453,526
716,2020-05-01,2057,1834
717,2019-05-29,893,1813
718,2020-05-15,1724,1518
719,2020-03-27,103,522
720,2019-09-09,2180,1821
721,2019-08-24,1984,1752
722,2019-10-09,260,898
723,2019-10-16,333,1730
724,2019-11-03,392,1883
725,2019-10-11,275,23
726,2020-04-19,543,1239
727,2019-07-24,2372,677
728,2019-06-02,1253,182
729,2019-12-15,1745,1129
730,2020-02-13,1768,165
731,2020-04-25,2026,1314
732,2019-07-26,1235,1452
733,2019-12-10,1667,976
734,2019-10-03,975,753
735,2020-04-11,1471,1690
736,2020-03-31,958,1073
737,2019-12-11,408,1758
738,2020-05-04,1127,288
739,2020-01-17,2497,84
740,2019-07-02,1288,9
741,2020-02-22,1511,1437
742,2019-08-06,805,27
743,2019-08-11,2360,243
744,2019-05-31,2200,952
745,2019-10-03,1172,1991
746,2019-11-18,2301,1035
747,2019-12-15,1243,860
748,2020-04-04,651,725
749,2019-08-20,1422,1219
750,2020-01-12,1839,347
751,2019-12-06,1133,1954
752,2019-09-05,84,1196
753,2020-05-14,1142,87
754,2019-08-20,12,913
755,2019-07-07,783,118
756,2020-01-08,313,1649
757,2019-11-28,759,976
758,2020-03-26,2452,1997
759,2019-07-18,90,1049
760,2019-06-24,1937,1512
761,2020-02-01,1673,1126
762,2019-09-19,816,817
763,2020-02-20,1511,1010
764,2020-01-18,1127,1149
765,2019-10-14,748,1731
766,2020-04-07,779,285
767,2020-04-28,1429,927
768,2019-07-08,1397,1951
769,2019-10-30,1561,239
770,2019-08-04,1071,30
771,2019-06-15,681,89
772,2020-05-22,2129,1924
773,2019-07-04,1527,1645
774,2020-05-23,2147,1620
775,2020-04-02,2404,1386
776,2019-12-02,1752,1502
777,2019-12-25,1077,1819
778,2019-09-08,1932,367
779,2020-04-28,846,551
780,2020-04-21,1592,364
781,2020-02-26,2468,396
782,2020-03-31,1930,865
783,2020-01-29,1457,1462
784,2020-03-15,181,1861
785,2020-02-09,1441,579
786,2019-10-26,500,1073
787,2019-07-25,507,1378
788,2020-03-26,2315,697
789,2019-12-10,1092,1585
790,2019-12-10,578,1303
791,2019-07-02,27,1075
792,2019-07-07,1306,1314
793,2019-08-03,702,18
794,2020-01-08,1883,50
795,2019-08-27,998,6
796,2020-01-03,1581,1202
797,2019-07-12,672,650
798,2019-11-14,2226,154
799,2019-08-17,1321,373
800,2019-11-08,1860,155
801,2020-05-24,1673,1047
802,2020-03-29,1587,1317
803,2020-05-15,1799,171
804,2020-01-06,164,305
805,2019-08-18,2201,570
806,2020-04-24,490,79
807,2019-10-01,291,1607
808,2019-09-04,1256,1208
809,2019-07-28,975,147
810,2020-03-27,2283,1198
811,2019-10-26,498,1749
812,2019-08-01,1077,316
813,2020-01-17,1335,834
814,2020-01-23,42,1634
815,2019-06-03,638,1797
816,2020-03-15,2220,365
817,2020-01-12,1470,337
818,2020-05-20,2187,727
819,2019-09-05,207,207
820,2019-11-30,932,1320
821,2019-07-20,307,336
822,2019-06-14,2448,1895
823,2020-01-27,1111,1880
824,2020-01-02,2094,9
825,2019-09-02,1924,1407
826,2019-05-31,1269,562
827,2019-12-14,146,1226
828,2020-05-23,1851,1777
829,2019-09-14,44,1848
830,2019-07-26,86,576
831,2019-11-05,1257,1769
832,2019-11-07,1073,1281
833,2020-04-07,968,1814
834,2019-06-11,1239,440
835,2019-10-12,421,1453
836,2020-04-15,863,175
837,2020-03-21,2345,770
838,2019-10-27,2497,1830
839,2020-02-20,2417,73
840,2019-09-04,1668,1821
841,2019-07-18,1547,1999
842,2019-07-13,1927,1358
843,2019-07-25,2024,307
844,2019-10-29,254,307
845,2020-05-07,780,1320
846,2019-08-13,859,245
847,2019-06-14,2297,1557
848,2019-08-30,1027,1031
849,2020-04-05,1870,504
850,2019-08-30,1325,1379
851,2020-02-22,1998,1772
852,2019-06-23,870,495
853,2019-10-11,1911,689
854,2020-02-10,1368,56
855,2019-06-19,1626,1973
856,2019-06-30,1200,32
857,2019-12-17,160,929
858,2019-11-19,1710,485
859,2019-11-11,1318,1926
860,2019-11-02,1449,391
861,2019-11-30,464,1953
862,2019-06-10,2059,1296
863,2020-05-25,2246,1444
864,2019-10-03,2233,124
865,2019-08-22,498,153
866,2020-02-12,1056,1937
867,2019-08-25,2082,1418
868,2020-02-18,486,163
869,2019-09-11,1304,1316
870,2019-11-17,198,710
871,2019-06-18,1416,130
872,2019-10-28,1613,114
873,2020-05-22,1588,741
874,2020-02-02,411,549
875,2019-07-01,580,1512
876,2019-08-27,1010,224
877,2019-10-02,872,388
878,2019-07-03,841,64
879,2020-02-06,1848,1155
880,2019-08-29,1267,86
881,2020-02-13,1747,1065
882,2019-10-25,712,872
883,2019-12-14,1196,1150
884,2020-05-02,2320,1122
885,2020-02-19,2259,742
886,2020-01-17,221,1412
887,2019-09-09,116,1632
888,2019-08-21,1588,977
889,2019-05-27,1985,1709
890,2020-02-28,391,569
891,2019-12-14,2307,1370
892,2020-04-27,2109,1901
893,2020-02-09,364,1536
894,2019-10-18,1974,734
895,2019-05-29,1324,1576
896,2020-01-02,1600,1099
897,2019-09-26,515,1803
898,2020-03-19,394,89
899,2019-10-31,2120,1766
900,2020-03-28,1830,1112
901,2020-05-06,471,1078
902,2019-08-16,1443,468
903,2020-02-02,1437,594
904,2019-07-27,1274,224
905,2020-01-05,79,1528
906,2019-09-19,356,1186
907,2019-11-17,1615,305
908,2020-05-24,1609,1924
909,2019-08-15,110,1999
910,2020-04-27,1456,166
911,2019-06-16,774,806
912,2019-12-22,740,482
913,2019-11-27,2225,413
914,2019-12-07,536,1148
915,2019-12-25,1500,1408
916,2020-04-25,1578,1666
917,2019-07-30,983,1009
918,2020-01-10,579,87
919,2020-02-21,582,667
920,2019-09-23,461,1811
921,2019-06-27,2244,1721
922,2019-09-22,2036,456
923,2020-04-15,1112,1438
924,2020-03-07,912,114
925,2020-03-14,1634,793
926,2020-02-11,639,149
927,2020-03-18,2130,1499
928,2019-06-24,1074,524
929,2020-02-01,1490,1778
930,2019-07-22,1074,53
931,2020-04-04,1107,1533
932,2020-02-04,586,1846
933,2019-12-30,203,1523
934,2019-11-19,974,1156
935,2020-02-20,864,419
936,2019-09-05,780,1054
937,2019-12-15,1277,1746
938,2020-04-10,524,1570
939,2020-01-09,1843,23
940,2019-06-07,1970,1691
941,2020-05-07,282,517
942,2020-01-03,1426,192
943,2020-01-27,392,570
944,2019-08-13,229,492
945,2020-05-03,2272,559
946,2019-06-05,701,1537
947,2019-06-03,1315,1974
948,2019-12-25,855,472
949,2019-07-04,2436,983
950,2019-11-11,1701,385
951,2020-05-02,2359,1462
952,2019-11-22,1090,686
953,2019-11-11,1812,1840
954,2019-05-27,1536,1512
955,2020-01-14,1894,429
956,2019-09-16,1762,407
957,2019-08-18,2083,1687
958,2019-06-30,2439,1687
959,2019-09-14,41,129
960,2019-09-01,339,500
961,2019-06-25,645,1657
962,2019-08-29,2314,11
963,2020-03-28,487,311
964,2019-12-25,2497,1207
965,2020-02-08,1051,1764
966,2019-06-23,1115,316
967,2019-12-03,383,397
968,2019-10-06,1990,646
969,2019-09-06,1790,887
970,2019-07-03,1879,1762
971,2020-05-09,1104,628
972,2020-01-09,538,1945
973,2020-05-21,2175,384
974,2019-09-06,1500,1383
975,2020-03-06,1210,799
976,2019-09-28,2182,181
977,2020-03-16,2480,1882
978,2019-07-28,2288,293
979,2019-08-05,1764,677
980,2019-11-25,988,1506
981,2019-07-16,371,1384
982,2019-11-17,193,462
983,2019-10-13,2077,1943
984,2019-12-22,2261,1380
985,2019-06-07,1461,247
986,2019-09-15,1838,636
987,2019-07-19,1941,328
988,2020-04-26,1255,1034
989,2020-05-01,917,1460
990,2019-10-06,148,1178
991,2020-03-21,1545,866
992,2020-03-08,1363,1770
993,2019-08-28,664,757
