107,2019-12-27,2020-01-10,775
108,2020-04-02,2020-05-01,4180
109,2019-12-09,2019-12-14,4088
110,2020-05-31,2020-06-01,2475
111,2020-06-01,2020-06-01,4572
112,2020-04-16,2020-04-18,956
113,2019-11-17,2019-11-28,4448
114,2020-05-24,2020-05-29,2883
115,2019-11-11,2019-11-21,1276
116,2020-02-08,2020-02-24,3637
117,2019-12-27,2020-01-18,1752
118,2020-06-05,2020-06-05,4850
119,2019-07-20,2019-07-24,227
120,2020-05-24,2020-05-29,1448
121,2020-06-01,2020-06-01,1043
122,2020-04-25,2020-05-21,3255
123,2019-10-09,2019-11-05,156
124,2020-05-29,2020-06-04,1604
125,2020-01-02,2020-01-14,4349
126,2019-09-26,2019-10-20,941
127,2019-12-03,2019-12-22,1944
128,2019-07-09,2019-07-18,1487
129,2019-06-24,2019-07-07,1333
130,2020-05-06,2020-05-13,267
131,2019-10-06,2019-10-18,4077
132,2019-08-16,2019-08-18,1474
133,2020-03-17,2020-03-31,1255
134,2019-12-02,2019-12-13,1539
135,2020-01-01,2020-01-25,955
136,2020-01-03,2020-01-08,4741
137,2020-04-26,2020-05-02,2925
138,2019-12-12,2019-12-22,3080
139,2020-03-09,2020-04-02,4377
140,2019-08-02,2019-08-09,1420
141,2020-04-14,2020-04-26,324
142,2020-03-15,2020-04-03,3793
143,2020-03-07,2020-03-22,4677
144,2020-06-05,2020-06-06,1072
145,2020-04-30,2020-05-27,3907
146,2020-05-07,2020-05-09,13
147,2019-11-07,2019-11-10,3576
148,2020-05-05,2020-05-11,3543
149,2020-01-18,2020-02-02,3339
150,2020-03-29,2020-03-31,1424
151,2020-05-29,2020-05-30,4441
152,2020-05-16,2020-05-17,4181
153,2020-05-18,2020-06-06,2793
154,2019-12-10,2020-01-03,2742
155,2019-06-21,2019-06-30,1232
156,2020-02-17,2020-03-05,313
157,2020-04-20,2020-04-21,324
158,2020-04-15,2020-05-13,3290
159,2020-04-07,2020-04-08,1726
160,2020-01-31,2020-02-06,1875
161,2020-04-24,2020-05-13,3036
162,2020-04-19,2020-05-18,689
163,2020-03-21,2020-04-01,2797
164,2019-09-04,2019-10-02,2191
165,2019-12-26,2020-01-12,3878
166,2020-02-01,2020-02-05,2005
167,2019-07-05,2019-07-08,2652
168,2020-05-23,2020-05-25,1424
169,2020-05-17,2020-06-03,4544
170,2020-01-22,2020-02-15,408
171,2020-05-14,2020-05-19,1917
172,2019-07-30,2019-08-15,4899
173,2020-06-06,2020-06-06,1494
174,2019-06-26,2019-07-07,1341
175,2020-03-23,2020-04-19,1904
176,2020-06-02,2020-06-04,1141
177,2020-04-01,2020-04-18,2960
178,2020-04-02,2020-04-25,950
179,2020-05-22,2020-06-06,1938
180,2020-03-11,2020-04-04,3893
181,2020-05-25,2020-06-02,4106
182,2020-04-30,2020-05-01,527
183,2020-04-29,2020-05-18,130
184,2019-11-28,2019-12-01,1026
185,2020-05-02,2020-05-05,1530
186,2020-05-27,2020-05-28,4869
187,2020-04-12,2020-05-11,74
188,2020-04-10,2020-05-05,1372
189,2019-08-20,2019-09-14,4174
190,2019-11-05,2019-11-06,2879
191,2020-05-11,2020-05-31,3142
192,2019-08-12,2019-08-30,1416
193,2020-05-23,2020-06-04,4544
194,2019-10-18,2019-10-24,2443
195,2019-12-12,2020-01-09,3420
196,2020-02-12,2020-03-12,1893
197,2019-12-26,2020-01-21,870
198,2020-06-06,2020-06-06,733
199,2020-05-16,2020-06-03,3065
200,2020-04-12,2020-04-14,4245
201,2020-05-02,2020-05-31,1043
202,2020-04-09,2020-04-22,3836
203,2020-05-28,2020-05-28,3734
204,2020-05-08,2020-05-21,3264
205,2019-10-16,2019-10-16,1851
206,2020-05-27,2020-05-27,3304
207,2020-01-14,2020-01-18,3389
208,2019-06-11,2019-06-17,648
209,2019-09-05,2019-09-19,1370
210,2020-05-09,2020-05-18,4882
211,2020-03-21,2020-04-12,4431
212,2019-10-16,2019-10-21,3308
213,2020-04-27,2020-05-10,1864
214,2020-05-25,2020-06-06,2613
215,2020-05-31,2020-06-01,4314
216,2020-02-18,2020-02-18,388
217,2020-05-11,2020-05-22,3666
218,2020-06-03,2020-06-04,2525
219,2020-05-12,2020-06-01,3737
220,2019-08-11,2019-08-22,3882
221,2019-11-19,2019-11-28,4873
222,2020-04-17,2020-05-09,2814
223,2020-06-05,2020-06-06,2986
224,2020-05-27,2020-06-02,4648
225,2019-08-03,2019-08-26,4553
226,2020-04-19,2020-04-19,2082
227,2019-10-27,2019-11-20,2155
228,2020-06-04,2020-06-04,3833
229,2019-12-16,2019-12-16,173
230,2020-01-21,2020-01-25,4968
231,2020-05-23,2020-06-01,1764
232,2020-05-20,2020-05-25,4511
233,2020-04-12,2020-04-15,915
234,2019-09-13,2019-09-13,832
235,2020-05-30,2020-06-03,3537
236,2020-05-20,2020-06-05,3155
237,2019-07-27,2019-08-07,3379
238,2020-02-22,2020-02-23,2657
239,2020-01-06,2020-01-21,2007
240,2020-05-05,2020-05-24,1305
241,2020-02-20,2020-03-06,1504
242,2019-07-01,2019-07-29,836
243,2020-03-01,2020-03-16,2860
244,2020-04-25,2020-05-18,701
245,2020-05-08,2020-05-10,1734
246,2020-05-30,2020-06-03,3798
247,2020-04-28,2020-05-15,3949
248,2020-05-28,2020-06-02,763
249,2020-01-27,2020-02-01,1750
250,2020-04-03,2020-04-09,312
251,2020-05-23,2020-05-27,1500
252,2020-05-11,2020-06-01,2038
253,2020-05-26,2020-05-27,1548
254,2020-04-08,2020-04-08,2442
255,2020-04-30,2020-05-26,3516
256,2020-05-27,2020-06-05,2085
257,2020-03-18,2020-04-04,4176
258,2019-11-29,2019-12-26,2011
259,2020-05-02,2020-05-11,2031
260,2019-12-19,2019-12-23,1679
261,2020-04-09,2020-05-02,4553
262,2019-10-09,2019-10-11,3915
263,2020-05-28,2020-06-05,3672
264,2020-05-23,2020-06-03,489
265,2020-01-12,2020-02-02,1550
266,2020-05-05,2020-05-07,2929
267,2019-11-27,2019-12-05,489
268,2020-05-24,2020-05-28,787
269,2020-04-13,2020-04-17,3180
270,2020-03-27,2020-04-06,263
271,2020-02-12,2020-03-08,1152
272,2019-10-19,2019-11-16,2201
273,2019-12-10,2019-12-27,374
274,2019-08-31,2019-09-13,4388
275,2020-01-04,2020-01-27,4968
276,2020-02-17,2020-03-05,1521
277,2020-03-06,2020-03-29,2503
278,2020-04-13,2020-04-13,1535
279,2019-10-08,2019-11-02,2303
280,2019-06-29,2019-07-03,4027
281,2020-05-04,2020-05-12,4092
282,2020-05-17,2020-06-02,3304
283,2020-05-13,2020-05-13,1937
284,2019-12-31,2020-01-28,4920
285,2020-05-06,2020-05-24,1305
286,2020-03-15,2020-03-28,4370
287,2020-04-30,2020-05-29,4566
288,2020-04-02,2020-04-03,4807
289,2020-02-10,2020-03-06,4814
290,2020-05-18,2020-06-03,504
291,2020-05-15,2020-06-02,2650
292,2020-05-11,2020-05-16,2955
293,2020-06-05,2020-06-05,8
294,2020-05-27,2020-05-29,2285
295,2020-05-13,2020-05-26,996
296,2020-05-25,2020-05-28,4610
297,2020-05-23,2020-05-31,1244
298,2020-03-03,2020-03-11,3771
299,2020-05-29,2020-05-30,3313
300,2019-06-22,2019-07-15,4088
301,2020-01-09,2020-01-10,3727
302,2020-05-24,2020-05-29,3060
303,2020-03-23,2020-04-17,1549
304,2020-05-29,2020-06-06,315
305,2019-08-04,2019-08-14,2936
306,2020-04-04,2020-04-05,4260
307,2019-11-29,2019-12-02,2561
308,2019-11-09,2019-12-06,1693
309,2020-04-21,2020-04-25,3248
310,2020-02-07,2020-02-09,982
311,2020-05-16,2020-06-01,3139
312,2020-06-05,2020-06-05,616
313,2020-03-10,2020-03-23,1322
314,2020-03-05,2020-03-19,4498
315,2020-04-21,2020-05-08,171
316,2020-04-17,2020-04-29,2513
317,2019-11-03,2019-11-07,3726
318,2020-04-10,2020-05-02,911
319,2020-04-13,2020-04-25,257
320,2020-03-15,2020-03-15,1775
321,2019-11-02,2019-11-03,3438
322,2020-03-23,2020-04-05,3972
323,2020-04-21,2020-05-04,4808
324,2020-01-08,2020-01-20,1147
325,2019-08-22,2019-09-14,4134
326,2020-05-16,2020-05-28,3390
327,2019-12-20,2020-01-06,4788
328,2019-07-05,2019-07-08,416
329,2019-12-23,2020-01-18,3910
330,2020-04-12,2020-05-10,4458
331,2019-07-14,2019-07-28,4226
332,2020-05-20,2020-06-01,1701
333,2019-11-13,2019-12-06,4355
334,2019-07-02,2019-07-26,1401
335,2020-05-15,2020-05-31,3489
336,2019-10-19,2019-10-28,2396
337,2020-05-17,2020-05-27,2725
338,2020-05-24,2020-05-28,3140
339,2020-05-06,2020-05-18,3387
340,2020-03-18,2020-04-15,613
341,2020-03-07,2020-03-25,1891
342,2020-03-31,2020-04-20,443
343,2020-03-08,2020-03-26,3343
344,2020-05-30,2020-05-30,3684
345,2019-10-24,2019-11-21,735
346,2020-04-01,2020-04-02,3160
347,2020-05-18,2020-05-21,535
348,2019-11-22,2019-11-26,3718
349,2020-04-03,2020-04-05,595
350,2020-04-29,2020-05-18,2844
351,2020-04-02,2020-04-27,1489
352,2020-04-12,2020-05-06,332
353,2020-01-02,2020-01-27,790
354,2020-05-29,2020-05-30,470
355,2019-10-25,2019-10-29,952
356,2020-04-05,2020-05-01,764
357,2020-03-16,2020-03-17,3579
358,2020-05-26,2020-05-27,1726
359,2020-05-11,2020-05-31,83
360,2020-04-04,2020-05-01,786
361,2020-05-17,2020-05-27,2334
362,2020-05-08,2020-05-27,1565
363,2019-11-07,2019-11-25,422
364,2020-03-16,2020-03-21,504
365,2020-05-21,2020-06-06,960
366,2020-05-22,2020-06-02,1232
367,2019-11-18,2019-12-04,1363
368,2020-05-26,2020-06-03,1493
369,2020-05-07,2020-05-17,4922
370,2020-04-19,2020-05-12,3492
371,2020-05-24,2020-06-03,4469
372,2020-03-24,2020-04-03,3068
373,2019-12-27,2019-12-27,3980
374,2019-09-28,2019-10-02,4452
375,2020-05-23,2020-05-30,3151
376,2020-05-26,2020-05-29,4041
377,2020-05-23,2020-05-25,4213
378,2020-05-15,2020-05-15,3470
379,2020-05-03,2020-05-30,4268
380,2020-06-05,2020-06-05,1654
381,2019-06-21,2019-07-10,3341
382,2020-06-04,2020-06-04,169
383,2020-05-17,2020-05-20,1882
384,2020-05-13,2020-06-06,337
385,2020-03-29,2020-04-24,1088
386,2020-03-10,2020-03-14,3058
387,2020-06-04,2020-06-06,4848
388,2020-04-19,2020-05-08,2763
389,2020-04-05,2020-05-02,335
390,2020-05-12,2020-05-22,4300
391,2019-09-29,2019-10-23,3575
392,2019-11-07,2019-11-16,3014
393,2020-06-03,2020-06-04,83
394,2019-10-15,2019-11-13,521
395,2020-05-28,2020-05-28,4464
396,2020-05-25,2020-06-05,642
397,2020-02-08,2020-03-07,4098
398,2020-05-27,2020-06-01,2121
399,2020-05-22,2020-05-28,374
400,2019-10-15,2019-11-10,1371
401,2020-03-19,2020-04-15,4375
402,2020-03-14,2020-03-16,3859
403,2020-02-12,2020-03-11,1713
404,2019-07-10,2019-07-17,1753
405,2019-08-15,2019-08-17,4112
406,2020-04-11,2020-04-19,2010
407,2020-01-17,2020-01-28,3975
408,2020-01-25,2020-02-13,2267
409,2020-04-28,2020-05-16,4591
410,2020-02-06,2020-02-25,1534
411,2020-04-27,2020-04-29,1086
412,2020-05-10,2020-05-16,2967
413,2019-09-28,2019-10-20,976
414,2019-12-06,2019-12-23,3126
415,2020-05-09,2020-06-04,4329
416,2020-04-05,2020-04-30,2770
417,2020-05-05,2020-05-16,2122
418,2020-04-26,2020-05-10,523
419,2020-05-20,2020-05-20,2021
420,2020-05-23,2020-06-05,4961
421,2020-02-09,2020-02-21,494
422,2019-09-05,2019-09-16,898
423,2020-01-12,2020-01-22,3490
424,2020-04-30,2020-05-19,2535
425,2020-05-06,2020-06-03,408
426,2020-05-31,2020-06-01,3649
427,2019-10-02,2019-10-22,3139
428,2020-04-17,2020-05-10,1784
429,2019-09-10,2019-09-15,4863
430,2020-06-05,2020-06-06,4730
431,2020-01-24,2020-02-04,4981
432,2020-04-27,2020-05-25,3061
433,2019-09-27,2019-10-20,2900
434,2020-05-06,2020-05-09,1788
435,2020-05-21,2020-05-29,2688
436,2020-04-08,2020-04-15,1104
437,2020-02-26,2020-02-29,3014
438,2020-05-07,2020-05-27,1420
439,2020-03-24,2020-04-19,1348
440,2019-08-06,2019-08-18,2195
441,2020-05-09,2020-05-29,4750
442,2020-02-28,2020-03-10,4899
443,2020-03-05,2020-03-23,2448
444,2020-05-31,2020-06-01,1922
445,2020-05-01,2020-05-14,4792
446,2020-06-03,2020-06-04,1225
447,2020-01-19,2020-01-29,3624
448,2020-05-25,2020-05-26,4888
449,2020-05-04,2020-05-13,3934
450,2020-05-17,2020-05-24,4863
451,2020-06-04,2020-06-06,3903
452,2020-05-18,2020-05-25,2459
453,2020-04-16,2020-04-25,3686
454,2020-04-06,2020-04-23,1543
455,2020-05-15,2020-05-17,4733
456,2019-07-23,2019-08-17,4778
457,2019-07-24,2019-08-06,3665
458,2020-06-05,2020-06-05,2383
459,2020-02-25,2020-03-23,4091
460,2020-05-20,2020-05-28,1803
461,2020-05-24,2020-05-31,2401
462,2020-04-21,2020-04-29,3106
463,2020-05-05,2020-05-21,3589
464,2020-05-04,2020-05-20,4459
465,2020-03-17,2020-03-22,4005
466,2020-03-01,2020-03-06,2291
467,2020-05-13,2020-05-17,1379
468,2020-01-16,2020-01-30,80
469,2019-08-03,2019-08-29,4007
470,2020-03-27,2020-04-12,656
471,2020-02-27,2020-03-25,4601
472,2020-05-14,2020-05-16,2275
473,2020-04-26,2020-05-19,3890
474,2020-05-14,2020-05-22,3698
475,2020-04-16,2020-05-04,3752
476,2019-06-11,2019-06-14,4430
477,2020-04-17,2020-05-11,2424
478,2020-04-02,2020-04-16,2139
479,2020-05-03,2020-05-07,3291
480,2020-01-31,2020-02-10,3974
481,2020-03-30,2020-04-12,4211
482,2019-07-21,2019-07-21,481
483,2020-06-06,2020-06-06,4007
484,2020-04-08,2020-04-22,2029
485,2020-03-21,2020-04-09,1753
486,2019-12-20,2019-12-31,2343
487,2020-06-03,2020-06-04,2184
488,2020-05-19,2020-05-24,1495
489,2020-05-17,2020-05-30,4708
490,2020-05-11,2020-05-14,4999
491,2020-05-21,2020-05-26,596
492,2019-10-27,2019-11-01,2830
493,2020-05-12,2020-05-17,210
494,2020-02-04,2020-02-17,1194
495,2020-05-09,2020-06-04,3589
496,2020-05-20,2020-05-31,2997
497,2020-05-14,2020-05-26,1246
498,2019-10-01,2019-10-23,3583
499,2020-05-24,2020-06-06,2785
500,2020-04-07,2020-04-20,2742
501,2020-05-15,2020-05-21,3006
502,2019-07-13,2019-07-29,221
503,2020-01-27,2020-02-19,517
504,2020-03-26,2020-04-09,3547
505,2019-09-19,2019-09-20,1995
506,2019-11-13,2019-11-28,3878
507,2020-01-11,2020-01-14,3556
508,2019-11-21,2019-12-10,3881
509,2020-05-18,2020-05-30,745
510,2020-04-18,2020-04-29,3173
511,2020-05-04,2020-05-20,2692
512,2020-04-08,2020-04-29,853
513,2020-05-08,2020-06-06,2240
514,2020-03-30,2020-04-05,1956
515,2020-02-21,2020-02-25,1051
516,2020-01-18,2020-02-04,4107
517,2020-03-26,2020-04-05,1144
518,2019-10-24,2019-11-04,4424
519,2020-04-24,2020-05-15,3094
520,2019-10-27,2019-10-30,4183
521,2020-03-17,2020-04-06,3970
522,2019-10-02,2019-10-02,3550
523,2020-05-30,2020-05-31,4155
524,2020-03-12,2020-03-21,4396
525,2020-04-08,2020-04-28,1001
526,2020-04-23,2020-05-15,2633
527,2020-04-15,2020-04-18,4031
528,2020-03-10,2020-03-15,139
529,2020-05-13,2020-06-03,3469
530,2020-05-31,2020-06-01,85
531,2020-03-13,2020-04-06,699
532,2020-06-04,2020-06-05,2750
533,2020-05-13,2020-05-20,4288
534,2019-11-06,2019-11-24,491
535,2020-05-28,2020-06-04,1409
536,2020-03-27,2020-04-23,2238
537,2020-01-13,2020-02-01,4397
538,2020-04-07,2020-04-13,622
539,2020-06-04,2020-06-06,324
540,2020-05-27,2020-05-29,351
541,2020-04-13,2020-04-27,1561
542,2019-11-28,2019-12-16,2009
543,2020-05-21,2020-06-03,4159
544,2020-02-22,2020-03-16,3351
545,2020-01-06,2020-02-03,115
546,2020-05-31,2020-06-04,3869
547,2020-04-25,2020-05-01,2894
548,2019-08-23,2019-09-10,3816
549,2020-04-23,2020-05-05,4733
550,2019-06-23,2019-07-05,3060
551,2020-06-06,2020-06-06,4752
552,2019-06-23,2019-07-12,1075
553,2020-03-26,2020-04-24,25
554,2020-04-02,2020-04-05,872
555,2019-07-10,2019-07-18,3870
556,2020-05-14,2020-05-26,1554
557,2019-11-10,2019-11-19,3317
558,2020-06-04,2020-06-04,46
559,2020-04-13,2020-04-20,4148
560,2020-05-28,2020-05-29,2805
561,2020-01-15,2020-02-01,1625
562,2020-03-19,2020-04-03,4517
563,2020-02-07,2020-02-26,3249
564,2020-06-06,2020-06-06,3144
565,2020-06-03,2020-06-04,4677
566,2019-09-23,2019-10-15,4387
567,2020-03-29,2020-04-26,4016
568,2020-05-29,2020-05-31,557
569,2020-05-03,2020-05-08,3556
570,2020-05-06,2020-06-02,698
571,2020-05-22,2020-05-23,3758
572,2020-01-04,2020-01-26,3856
573,2020-05-01,2020-05-11,850
574,2019-09-20,2019-09-29,3737
575,2020-05-13,2020-06-04,505
576,2019-10-30,2019-11-25,2360
577,2020-04-29,2020-05-12,2645
578,2020-05-06,2020-06-03,1463
579,2020-06-05,2020-06-06,787
580,2019-12-18,2019-12-19,1093
581,2020-05-01,2020-05-06,4502
582,2019-11-11,2019-11-28,3690
583,2020-04-11,2020-05-08,528
584,2019-06-24,2019-07-17,779
585,2019-07-16,2019-07-23,4052
586,2020-03-14,2020-04-03,3263
587,2019-06-19,2019-07-12,4263
588,2020-05-14,2020-05-31,4715
589,2019-07-10,2019-07-16,2313
590,2020-04-06,2020-04-11,2362
591,2020-05-27,2020-06-04,3288
592,2020-05-17,2020-05-31,976
593,2020-03-07,2020-03-07,2667
594,2019-08-10,2019-08-18,3473
595,2019-06-16,2019-07-07,3026
596,2020-02-15,2020-03-12,4120
597,2019-09-04,2019-09-16,2482
598,2020-06-02,2020-06-05,732
599,2019-12-30,2020-01-17,4490
600,2020-05-29,2020-06-03,3632
601,2020-03-05,2020-04-01,3089
602,2020-05-29,2020-06-06,600
603,2020-03-08,2020-03-09,4505
604,2020-04-08,2020-05-05,255
605,2020-02-19,2020-02-22,4277
606,2019-12-28,2020-01-20,219
607,2020-06-04,2020-06-05,422
608,2020-04-07,2020-04-17,4688
609,2020-03-09,2020-03-14,3170
610,2020-06-02,2020-06-02,645
611,2020-05-26,2020-06-01,2616
612,2020-06-04,2020-06-06,4479
613,2020-01-23,2020-01-30,3709
614,2020-05-12,2020-05-17,3982
615,2020-05-21,2020-05-29,1384
616,2019-10-21,2019-11-12,4233
617,2019-09-21,2019-10-12,3505
618,2020-05-02,2020-05-25,4813
619,2020-01-28,2020-02-14,4783
620,2020-01-15,2020-01-20,3823
621,2020-04-25,2020-05-11,3351
622,2020-03-07,2020-03-14,4063
623,2020-05-25,2020-05-28,1102
624,2020-05-27,2020-06-03,262
625,2020-01-16,2020-01-21,3245
626,2020-04-24,2020-05-02,120
627,2020-03-23,2020-04-19,2662
628,2019-07-08,2019-07-28,1479
629,2020-04-26,2020-05-25,2826
630,2020-03-23,2020-04-15,861
631,2020-05-10,2020-05-18,1985
632,2020-02-22,2020-03-19,4363
633,2020-06-03,2020-06-03,2730
634,2020-05-28,2020-06-03,2078
635,2019-07-27,2019-08-14,3355
636,2020-04-29,2020-05-18,2618
637,2020-02-19,2020-02-27,2452
638,2019-08-30,2019-09-21,3986
639,2020-03-22,2020-03-26,2128
640,2020-04-25,2020-05-10,2446
641,2019-11-08,2019-11-09,3897
642,2019-08-19,2019-08-26,2974
643,2019-11-23,2019-11-25,53
644,2020-03-26,2020-04-12,4944
645,2020-05-18,2020-05-27,665
646,2020-04-22,2020-05-07,4469
647,2019-12-31,2020-01-26,4034
648,2020-03-25,2020-04-23,4172
649,2020-05-07,2020-05-29,3642
650,2019-08-27,2019-09-02,20
651,2020-02-25,2020-03-04,1749
652,2020-06-01,2020-06-01,4770
653,2019-08-09,2019-08-14,369
654,2020-05-26,2020-06-02,3172
655,2020-04-05,2020-04-06,2682
656,2019-10-09,2019-11-04,2147
657,2020-04-18,2020-05-06,55
658,2020-03-08,2020-03-11,721
659,2020-05-21,2020-06-05,3416
660,2020-04-09,2020-05-04,3837
661,2020-03-04,2020-03-27,3734
662,2020-03-27,2020-04-03,3988
663,2020-05-04,2020-05-06,782
664,2019-10-07,2019-10-10,4129
665,2020-05-24,2020-06-06,4906
666,2020-05-22,2020-05-23,790
667,2020-04-30,2020-05-12,4622
668,2020-05-02,2020-05-11,3431
669,2020-02-22,2020-03-07,3677
670,2020-04-18,2020-04-21,1566
671,2020-05-03,2020-05-14,2319
672,2020-04-03,2020-04-26,2901
673,2020-05-06,2020-05-26,3962
674,2020-04-11,2020-04-21,2763
675,2020-06-05,2020-06-06,348
676,2019-10-31,2019-11-19,444
677,2020-01-08,2020-01-15,3570
678,2020-02-26,2020-03-05,4523
679,2020-03-28,2020-04-22,2083
680,2019-10-15,2019-11-09,3986
681,2019-11-05,2019-11-24,244
682,2020-01-25,2020-02-05,4771
683,2020-04-30,2020-05-13,3220
684,2020-05-14,2020-05-16,835
685,2020-04-06,2020-04-27,1625
686,2020-03-03,2020-03-20,572
687,2020-05-11,2020-05-21,1344
688,2020-04-29,2020-05-03,1975
689,2019-11-09,2019-11-29,73
690,2020-03-24,2020-04-06,118
691,2020-03-15,2020-04-05,4749
692,2020-06-06,2020-06-06,3460
693,2020-03-30,2020-04-26,2030
694,2019-12-21,2020-01-02,701
695,2020-05-17,2020-06-02,2689
696,2020-05-12,2020-05-20,3681
697,2019-11-27,2019-12-07,1185
698,2020-02-03,2020-02-12,314
699,2020-04-28,2020-05-10,2623
700,2020-04-24,2020-05-21,3385
701,2020-05-21,2020-05-24,4044
702,2020-03-05,2020-03-19,4096
703,2020-02-13,2020-02-14,1858
704,2019-08-06,2019-08-30,2010
705,2019-12-07,2019-12-28,4621
706,2020-03-24,2020-03-26,1411
707,2020-05-24,2020-06-06,2848
708,2019-08-25,2019-09-04,1102
709,2020-04-27,2020-05-14,2185
710,2020-01-29,2020-02-15,823
711,2020-04-20,2020-05-11,3205
712,2020-03-30,2020-04-28,3281
713,2020-05-15,2020-05-30,1555
714,2020-05-20,2020-05-23,3234
715,2019-11-03,2019-11-09,4962
716,2019-12-16,2020-01-10,1585
717,2020-05-07,2020-05-09,815
718,2019-08-25,2019-09-05,3093
719,2019-12-27,2020-01-14,4699
720,2019-12-04,2019-12-27,4031
721,2020-05-19,2020-05-21,1158
722,2019-07-15,2019-07-28,2016
723,2020-04-12,2020-05-09,1619
724,2019-08-07,2019-08-14,1492
725,2019-07-10,2019-08-07,604
726,2020-06-01,2020-06-03,798
727,2020-03-27,2020-04-18,1936
728,2020-03-12,2020-03-20,2941
729,2020-04-07,2020-04-20,320
730,2020-03-06,2020-03-09,23
731,2020-05-10,2020-05-13,3115
732,2020-05-08,2020-05-09,3633
733,2019-11-16,2019-11-16,2433
734,2020-05-17,2020-06-02,1453
735,2020-05-07,2020-05-07,766
736,2020-01-25,2020-02-14,2471
737,2020-04-18,2020-04-26,4288
738,2020-05-19,2020-06-04,4257
739,2019-08-28,2019-09-22,2199
740,2020-01-11,2020-01-18,1508
741,2019-12-28,2019-12-31,2017
742,2020-04-25,2020-05-03,2476
743,2020-05-28,2020-06-01,2608
744,2020-04-13,2020-04-27,1862
